RunningID,X,Y,Flux1,dFlux1,Flux2,dFlux2,Flux3,dFlux3,Ra,Dec,Class,Mag1,dMag1,Mag2,dMag2,Mag3,dMag3,StarID,FieldID,ID,YJ_Color,JH_Color
10.0,6674.97265625,4.771408557891847,4299.52099609375,188.7216796875,6914.412109375,264.553466796875,10246.8466796875,369.0291748046875,4.706624507904053,-0.5297959446907043,1.0,16.95267677307129,0.04765709117054938,16.937557220458984,0.041541676968336105,16.875959396362305,0.03910176083445549,0,1,7,-0.697231292725,2.45078086853
15.0,6839.904296875,5.172952175140381,4102.66015625,187.95005798339844,6806.7646484375,263.77169799804693,10506.935546875,368.4284362792969,4.706899642944336,-0.5299305915832521,1.0,17.003564834594727,0.04973965510725975,16.954593658447266,0.042073950171470635,16.848745346069336,0.03807175531983376,1,1,7,-0.245317459106,2.1909122467
14.0,6353.71875,5.576781272888184,4074.404541015625,188.24526977539062,6750.623046875,264.08499145507807,9790.1826171875,368.5018005371094,4.706089973449707,-0.5295312404632568,1.0,17.01106834411621,0.050163257867097855,16.963584899902347,0.04247424751520157,16.925458908081055,0.04086717963218689,2,1,7,-0.305107116699,1.94638824463
34.0,5896.0986328125,7.598000526428223,1364.1851806640625,177.45440673828125,2105.93359375,251.7108459472656,2776.084716796875,356.8238220214844,4.7053303718566895,-0.5291528105735779,-1.0,18.199045181274414,0.14123401045799255,18.22833251953125,0.1297726333141327,18.293853759765625,0.13955549895763394,3,1,7,-0.102165222168,1.49641990662
26.0,5808.55419921875,6.037134647369385,5632.552734375,180.2678985595703,8901.0556640625,254.90261840820312,12411.64453125,360.0423583984375,4.705183506011963,-0.5290831327438354,-1.0,16.659465789794922,0.03474872931838036,16.663341522216793,0.031092712655663487,16.667861938476562,0.03149561583995819,4,1,7,-0.264221191406,1.57273483276
16.0,6873.3818359375,5.170036315917969,6219.1396484375,189.2002410888672,10215.265625,265.19869995117193,14972.06640625,369.7544860839844,4.706954956054688,-0.5299580693244934,1.0,16.551902770996097,0.033030658960342414,16.51382064819336,0.028186915442347527,16.464231491088867,0.026813747361302376,5,1,7,-0.5297889709470001,2.34516906738
17.0,6570.29736328125,4.958810806274414,5883.89599609375,189.6453399658203,9704.615234375,265.70846557617193,14646.8291015625,370.3249816894531,4.70644998550415,-0.5297098159790039,1.0,16.612066268920902,0.034994762390851974,16.569499969482422,0.029727123677730564,16.48807716369629,0.027451446279883385,6,1,7,-0.656755447388,2.05665969849
18.0,6578.248046875,6.126636505126952,3156.5888671875,187.7176818847656,5056.3369140625,263.39688110351557,7281.884765625,367.7853088378906,4.7064642906188965,-0.5297146439552307,-1.0,17.288183212280273,0.06456735730171204,17.277355194091793,0.056558836251497276,17.246826171875,0.05483734235167504,7,1,7,-0.136379241943,1.8488578796400001
25.0,5441.30712890625,5.185421943664551,12871.6015625,182.5944366455078,20673.119140625,257.63259887695307,29906.765625,363.2105102539063,4.704571723937988,-0.5287827253341675,-1.0,15.7621488571167,0.015402129851281643,15.74842929840088,0.013530711643397808,15.713010787963867,0.013186052441596985,8,1,7,-1.05840206146,0.996486663818
37.0,6137.6435546875,6.804668426513673,5596.46533203125,189.1436004638672,9352.5224609375,265.1744384765625,13817.9130859375,369.7002258300781,4.705731391906738,-0.5293521881103516,1.0,16.666444778442386,0.0366947278380394,16.609622955322266,0.030784260481595993,16.551328659057614,0.029049126431345936,9,1,7,-0.1226978302,1.70831871033
39.0,6467.9560546875,7.055048942565918,5055.14453125,188.7720031738281,8016.56982421875,264.55728149414057,11700.55859375,369.0114440917969,4.706281661987305,-0.5296228528022766,-1.0,16.77689552307129,0.0405443012714386,16.776973724365234,0.03583083674311638,16.731918334960938,0.034241996705532074,10,1,7,0.021194458007799996,1.6659450531
33.0,5597.0791015625,8.339049339294434,1277.2152099609375,176.66554260253906,2005.6065673828125,250.8560791015625,2744.48193359375,356.1344909667969,4.704833507537842,-0.5289061665534973,-1.0,18.27056884765625,0.15018051862716675,18.281330108642575,0.1358015388250351,18.306283950805664,0.14088977873325348,11,1,7,-0.020624160766599998,1.58445739746
42.0,5923.9541015625,7.688472747802733,5389.83203125,179.719970703125,8642.6337890625,254.33099365234366,12653.1123046875,359.67431640625,4.705377101898193,-0.5291755199432373,1.0,16.707290649414062,0.03620319813489914,16.695327758789062,0.03195060044527054,16.646942138671875,0.030862983316183087,12,1,7,-0.0419654846191,1.52419090271
57.0,4241.01220703125,8.256610870361326,10334.453125,174.2662811279297,16494.029296875,248.0952453613281,23491.662109375,353.72125244140625,4.7025790214538565,-0.5277913808822632,-1.0,16.00050926208496,0.018308455124497414,15.993626594543455,0.016331177204847336,15.97515106201172,0.016348324716091156,13,1,7,-1.04020690918,1.66400527954
48.0,5832.4228515625,8.846427917480469,2723.945068359375,178.2908477783203,4271.24169921875,252.66421508789062,5768.22509765625,357.7824401855469,4.705225467681885,-0.5290986895561218,-1.0,17.448232650756836,0.07106512784957886,17.460559844970707,0.0642266720533371,17.49983024597168,0.06734458357095717,14,1,7,-0.039661407470699996,1.51796722412
53.0,4019.213623046875,9.024272918701172,4597.31201171875,170.9451446533203,7134.49560546875,244.2599639892578,9855.38671875,349.79815673828125,4.702211380004883,-0.5276076793670654,-1.0,16.879968643188473,0.0403718464076519,16.90353775024414,0.03717190772294998,16.918251037597653,0.03853626921772957,15,1,7,-0.696197509766,2.34128189087
62.0,6627.7490234375,9.377740859985352,3270.568115234375,187.7612152099609,5428.5478515625,263.52120971679693,7934.17138671875,367.94134521484375,4.706550121307373,-0.5297505855560303,1.0,17.249670028686527,0.062331635504961014,17.200233459472653,0.05270571634173393,17.153680801391598,0.050350390374660485,16,1,7,0.0034694671630900002,1.78724479675
58.0,4958.595703125,8.819571495056152,3430.852294921875,176.56317138671875,5577.05908203125,250.7618103027344,7979.70068359375,355.9682922363281,4.703772068023682,-0.528380811214447,-1.0,17.197723388671875,0.05587582290172577,17.17093276977539,0.04881822317838669,17.147468566894528,0.048434022814035416,17,1,7,-0.0264377593994,1.4591484069799998
