RunningID,X,Y,Flux1,dFlux1,Flux2,dFlux2,Flux3,dFlux3,Ra,Dec,Class,Mag1,dMag1,Mag2,dMag2,Mag3,dMag3,StarID,FieldID,ID,YJ_Color,JH_Color
243928.0,7721.7314453125,4781.86181640625,7191.1337890625,164.69235229492188,11180.3701171875,238.06784057617188,15381.0869140625,344.7578125,4.712884426116943,-0.5237806439399719,-1.0,16.394235610961914,0.0248657688498497,16.41580581665039,0.023119071498513225,16.434968948364258,0.0243362095206976,170000,2,12,-0.10722351074200001,1.4640979766799997
243929.0,7718.103515625,4788.16455078125,2126.165771484375,161.82667541503906,3260.610107421875,234.89280700683602,4462.94189453125,341.6437683105469,4.712884426116943,-0.5237686038017273,-1.0,17.717235565185547,0.08263781666755676,17.75369644165039,0.07821619510650635,17.778383255004886,0.08311475068330765,170001,2,12,-0.136800765991,1.4810581207299998
243930.0,7004.2275390625,4786.15234375,5756.544921875,163.9156951904297,9160.794921875,237.3010406494141,13100.6552734375,344.1476745605469,4.711696147918701,-0.5231890082359314,-1.0,16.63582420349121,0.030916081741452217,16.632110595703125,0.028124984353780743,16.609203338623047,0.028521846979856488,170002,2,12,-0.180265426636,1.48997879028
244103.0,6314.91162109375,4788.7998046875,3064.7880859375,166.49325561523438,4909.0908203125,239.4692840576172,7171.66455078125,344.3066101074219,4.7105536460876465,-0.5226220488548279,-2.0,17.320226669311527,0.058982346206903465,17.309440612792972,0.05296324193477631,17.263385772705078,0.052125617861747735,170003,2,12,-0.42059326171899997,1.04487419128
244023.0,3290.058837890625,4789.61181640625,1346.5545654296875,169.0039520263672,2165.275146484375,240.44168090820312,3069.26220703125,342.4114685058594,4.7055392265319815,-0.5201432704925537,-1.0,18.21316909790039,0.13626950979232788,18.198162078857425,0.12056533992290495,18.184850692749023,0.12112676352262496,170004,2,12,-0.207777023315,1.3699951171899998
243961.0,2059.57080078125,4785.3955078125,5454.07421875,171.17413330078125,9188.2431640625,243.82894897460938,13913.4462890625,347.6162414550781,4.7034993171691895,-0.5191383957862854,1.0,16.694425582885742,0.034075554460287094,16.628864288330078,0.02881234511733055,16.543848037719727,0.027126336470246315,170005,2,12,-0.17586326599100002,1.29407691956
243959.0,1650.5247802734375,4780.33837890625,17438.509765625,174.4283447265625,27916.21484375,247.98583984375,38522.9921875,352.1600036621094,4.702817916870117,-0.5188091993331909,-1.0,15.432456016540527,0.010860092006623743,15.422303199768065,0.009644865989685059,15.438135147094727,0.009925350546836851,170006,2,12,-0.08307838439939999,1.5028066635100001
243960.0,1646.2750244140625,4786.15478515625,10415.19140625,170.539306640625,16200.505859375,243.349609375,22449.06640625,347.6088562011719,4.702816486358644,-0.5187973380088806,-1.0,15.992060661315918,0.017778007313609127,16.01312255859375,0.016309021040797234,16.024438858032227,0.01681196130812168,170007,2,12,-0.184550285339,1.45558929443
244006.0,1017.4705810546876,4787.92919921875,1373.64794921875,166.42333984375,2406.36865234375,238.9163055419922,3813.5087890625,343.32818603515625,4.7017788887023935,-0.5182772278785706,1.0,18.191539764404297,0.13154205679893494,18.083538055419922,0.10779768228530884,17.94912338256836,0.09774859994649887,170008,2,12,-0.124864578247,1.2970504760700001
244043.0,1175.4127197265625,4789.6796875,1687.0294189453125,165.50880432128906,2610.067138671875,237.78195190429688,3337.255859375,342.041015625,4.7020416259765625,-0.5184047818183899,-1.0,17.968421936035156,0.10651831328868866,17.995315551757812,0.09891292452812196,18.09396171569824,0.11127933859825134,170009,2,12,-0.152713775635,1.53514289856
244071.0,7064.14453125,4789.6748046875,1563.5421142578125,161.50022888183594,2515.9765625,234.58718872070312,3586.996337890625,341.3893737792969,4.711798667907715,-0.5232328176498413,1.0,18.050954818725586,0.11214745044708252,18.035179138183594,0.10123332589864732,18.015607833862305,0.10333439707756042,170010,2,12,-0.14934921264599998,1.31891059875
244019.0,6665.4296875,4789.2568359375,850.2005615234375,165.27117919921875,1541.3494873046875,238.12860107421875,2449.935302734375,342.9257507324219,4.711136341094972,-0.5229077935218811,1.0,18.712425231933594,0.2110578864812851,18.56719207763672,0.1677398532629013,18.429548263549805,0.15197470784187314,170011,2,12,-0.227338790894,1.4191608429
243920.0,10544.0849609375,4783.42822265625,74931.140625,197.5602569580078,116983.7578125,275.90594482421875,161478.8125,384.0934143066406,4.717584609985352,-0.526075541973114,-1.0,13.849573135375975,0.002862615743651986,13.86663055419922,0.002560715423896909,13.882146835327148,0.002582540502771735,170012,2,12,-0.164374351501,1.115483284
243921.0,10526.2958984375,4777.64990234375,2830.077880859375,160.12953186035156,4565.74560546875,233.549072265625,6307.32177734375,341.5297546386719,4.717549800872803,-0.5260694026947021,-1.0,17.406732559204098,0.06143260002136231,17.388164520263672,0.05553825944662093,17.402822494506836,0.058790799230337136,170013,2,12,-0.298946380615,1.21626663208
243922.0,10537.9521484375,4776.06884765625,42549.9609375,181.7243194580078,64516.20703125,257.02584838867193,90064.875,365.13800048828125,4.717567443847656,-0.5260811448097229,-1.0,14.463980674743652,0.004637028090655804,14.512772560119627,0.004325475078076124,14.516046524047852,0.004401770420372486,170014,2,12,-0.06980991363530001,1.4947214126600001
245212.0,10566.8544921875,4782.47607421875,11349.4658203125,164.98989868164062,17984.876953125,238.996337890625,25037.0078125,346.9447937011719,4.717621326446533,-0.5260953903198242,-1.0,15.898791313171387,0.015783661976456642,15.899676322937012,0.01442811544984579,15.90597915649414,0.015045401640236378,170015,2,12,-0.1811170578,1.45504665375
