RunningID,X,Y,Flux1,dFlux1,Flux2,dFlux2,Flux3,dFlux3,Ra,Dec,Class,Mag1,dMag1,Mag2,dMag2,Mag3,dMag3,StarID,FieldID,ID,YJ_Color,JH_Color
258487.0,7722.67822265625,4778.1142578125,10713.298828125,224.81402587890625,16526.267578125,321.429443359375,22393.123046875,457.702392578125,4.712884902954102,-0.5237806439399719,-1.0,16.501459121704098,0.02278379164636135,16.520095825195312,0.02111721783876419,16.537668228149414,0.02219189144670964,170000,2,9,-0.10722351074200001,1.4640979766799997
258488.0,7718.978515625,4784.392578125,3082.418212890625,221.45399475097656,4746.33447265625,317.75238037109375,6371.19140625,454.1561584472656,4.712884902954102,-0.5237686038017273,-1.0,17.854036331176758,0.07800416648387909,17.874637603759766,0.07268692553043365,17.902402877807614,0.07739455252885817,170001,2,9,-0.136800765991,1.4810581207299998
258489.0,7005.037109375,4782.34814453125,8018.08447265625,223.45294189453125,12644.4970703125,320.01068115234375,17727.888671875,456.4586791992188,4.711696147918701,-0.5231890678405762,-1.0,16.816089630126953,0.030258072540163994,16.810779571533207,0.027478229254484177,16.791313171386722,0.02795569412410259,170002,2,9,-0.180265426636,1.48997879028
258610.0,6315.80615234375,4785.01025390625,3421.203369140625,216.42559814453125,5463.13916015625,310.4102478027344,7925.19970703125,444.6191711425781,4.710554122924805,-0.5226222872734071,-2.0,17.740819931030273,0.06868399679660797,17.721927642822266,0.06169068813323975,17.665430068969727,0.0609121322631836,170003,2,9,-0.42059326171899997,1.04487419128
258632.0,3290.5009765625,4786.23681640625,1828.6376953125,218.52296447753903,2929.188232421875,312.64117431640625,4037.0205078125,446.6155090332031,4.7055392265319815,-0.5201429128646851,1.0,18.42094612121582,0.12974637746810913,18.398666381835934,0.11588433384895325,18.397802352905273,0.12011539191007616,170004,2,9,-0.207777023315,1.3699951171899998
258537.0,2059.885498046875,4781.8935546875,7627.65185546875,224.1591796875,12242.4228515625,319.98419189453125,18214.45703125,455.76513671875,4.7034993171691895,-0.5191382765769958,1.0,16.870288848876953,0.031907405704259865,16.845863342285153,0.028378337621688843,16.76191520690918,0.0271675642579794,170005,2,9,-0.17586326599100002,1.29407691956
258527.0,1650.9132080078125,4776.77685546875,26563.90625,228.87924194335938,41075.4140625,326.084716796875,56941.27734375,462.6249084472656,4.702817916870117,-0.5188092589378357,-1.0,15.51553440093994,0.00935492478311062,15.531577110290527,0.008619345724582672,15.524386405944824,0.008821198716759682,170006,2,9,-0.08307838439939999,1.5028066635100001
258529.0,1646.6644287109375,4782.5732421875,14449.8212890625,223.66758728027344,23115.318359375,320.5838623046875,31717.1015625,457.1259460449219,4.702816486358644,-0.5187974572181702,-1.0,16.176610946655273,0.01680607907474041,16.155784606933597,0.015058010816574097,16.159721374511722,0.015648337081074715,170007,2,9,-0.184550285339,1.45558929443
258578.0,1017.7026977539062,4784.46728515625,2013.4669189453125,217.2845001220703,3529.874755859375,313.08612060546875,5561.0703125,449.3669738769531,4.7017788887023935,-0.518277108669281,1.0,18.316404342651367,0.11716828495264052,18.19613647460937,0.0963008999824524,18.050058364868164,0.08773413300514221,170008,2,9,-0.124864578247,1.2970504760700001
258650.0,1175.7320556640625,4786.13037109375,2410.196533203125,218.3118133544922,3618.243408203125,314.4183654785156,4656.8359375,451.031982421875,4.7020416259765625,-0.5184048414230347,-1.0,18.121135711669922,0.0983446165919304,18.169288635253906,0.094348706305027,18.242727279663086,0.10515797883272172,170009,2,9,-0.152713775635,1.53514289856
258591.0,7064.86767578125,4785.97119140625,2240.70751953125,220.84567260742188,3469.1103515625,317.0731506347656,4872.951171875,453.53814697265625,4.711798667907715,-0.5232326984405518,1.0,18.20030403137207,0.10701128095388412,18.214988708496094,0.09923552721738817,18.1934757232666,0.10105262696743013,170010,2,9,-0.14934921264599998,1.31891059875
258607.0,6666.2001953125,4785.37158203125,1133.96728515625,215.42127990722656,2080.50537109375,309.32421875,3388.474609375,443.5313720703125,4.711136341094972,-0.5229080319404602,1.0,18.93976402282715,0.20625947415828705,18.77011108398437,0.16142503917217255,18.58794593811035,0.142116978764534,170011,2,9,-0.227338790894,1.4191608429
258548.0,10545.154296875,4779.54638671875,105907.5390625,266.78564453125,166274.359375,367.7099914550781,227461.5,502.1852722167969,4.717584609985352,-0.5260754823684692,-1.0,14.01394748687744,0.002735025715082884,14.013468742370605,0.0024010762572288518,14.020685195922852,0.002397076459601521,170012,2,9,-0.164374351501,1.115483284
258549.0,10527.453125,4773.79638671875,3533.74609375,224.7901153564453,5710.271484375,320.2459411621094,8085.43505859375,455.285400390625,4.717549800872803,-0.5260694026947021,1.0,17.705678939819336,0.06906653940677643,17.67388916015625,0.06089094653725624,17.64369773864746,0.06113728880882264,170013,2,9,-0.298946380615,1.21626663208
258550.0,10539.0302734375,4772.201171875,65612.90625,251.0263214111328,100247.5,348.90496826171875,138466.125,483.6484680175781,4.717567920684815,-0.5260810852050781,-1.0,14.533790588378904,0.004153897985816003,14.562848091125488,0.0037788480985909705,14.559595108032227,0.003792382078245282,170014,2,9,-0.06980991363530001,1.4947214126600001
258698.0,10567.9013671875,4778.5751953125,15795.8427734375,230.5283508300781,24779.126953125,326.5592041015625,34075.10546875,461.3576965332031,4.717621326446533,-0.5260953307151794,-1.0,16.07990837097168,0.01584555208683014,16.080318450927734,0.014308751560747625,16.08186149597168,0.014700306579470634,170015,2,9,-0.1811170578,1.45504665375
