Color_YJ,ID
-0.697231292725,1
-0.245317459106,1
-0.305107116699,1
-0.102165222168,1
-0.264221191406,1
-0.529788970947,1
-0.656755447388,1
-0.136379241943,1
-1.05840206146,1
-0.1226978302,1
0.0211944580078,1
-0.0206241607666,1
-0.0419654846191,1
-1.04020690918,1
-0.0396614074707,1
-0.696197509766,1
0.00346946716309,1
-0.0264377593994,1
-0.0574722290039,1
-0.0615539550781,1
-0.159532546997,1
0.146600723267,1
-0.0521907806397,1
-0.0290641784668,1
0.0716361999512,1
-0.0865097045898,1
-0.339738845825,1
0.0414886474609,1
-0.0444831848145,1
0.00334167480469,1
0.0178108215332,1
-0.161388397217,1
-0.150398254395,1
-0.621313095093,1
0.0536117553711,1
-0.0780162811279,1
0.00500106811524,1
-0.00940704345703,1
-0.025728225708,1
-0.108909606934,1
0.0222358703613,1
-0.0228462219238,1
0.0198383331299,1
0.120151519775,1
-0.0660133361816,1
-0.211820602417,1
-0.0394954681396,1
0.0859794616699,1
0.149173736572,1
0.036792755127,1
-0.0243721008301,1
-0.374895095825,1
-0.10634803772,1
-0.283283233643,1
-0.613780975342,1
-0.147464752197,1
-0.14959526062,1
0.0290470123291,1
-0.278341293335,1
-0.0497150421143,1
0.0230712890625,1
0.201234817505,1
0.0321750640869,1
-0.423421859741,1
0.0498676300049,1
-0.417877197266,1
-0.00731086730957,1
-0.576494216919,1
0.023681640625,1
-0.0905208587646,1
-0.562452316284,1
-0.175481796265,1
-0.0308589935303,1
0.0342483520508,1
-0.181170463562,1
-0.493320465088,1
-0.394310951233,1
-0.526592254639,1
-0.187435150146,1
0.123600006104,1
-0.145534515381,1
0.169744491577,1
0.0201873779297,1
0.110057830811,1
-0.0909614562988,1
-0.432195663452,1
-0.20684337616,1
-0.0495891571045,1
0.108955383301,1
-0.0451698303223,1
0.0941143035889,1
-0.230930328369,1
0.0334644317627,1
0.085599899292,1
0.0229034423828,1
-0.266519546509,1
0.140336036682,1
0.195645332336,1
-0.0674304962158,1
-0.0208683013916,1
0.156898498535,1
-0.210453033447,1
0.172546386719,1
-0.110277175903,1
-0.118539810181,1
-0.040060043335,1
0.145881652832,1
0.0859718322754,1
0.0449352264404,1
-0.0533933639526,1
0.0980167388916,1
0.0268707275391,1
-0.71026802063,1
-0.0721797943115,1
0.0537395477295,1
-0.147655487061,1
-0.166963577271,1
-0.142690658569,1
-0.104948043823,1
-0.0314044952393,1
-0.536632537842,1
-0.103509902954,1
-0.131450653076,1
-0.621509552002,1
-0.270513534546,1
-0.205047607422,1
0.15428352356,1
-0.0605010986328,1
-0.30397605896,1
-0.925768852234,1
-0.516780853271,1
-1.9407043457,1
0.0164737701416,1
-1.13942623138,1
-0.138996124268,1
-0.0525245666504,1
-0.186103820801,1
-0.163181304932,1
-1.14863204956,1
-0.213369369507,1
-0.368772506714,1
-0.0846767425537,1
0.0505886077881,1
-0.255107879639,1
0.0469341278076,1
-0.196319580078,1
-0.0922775268555,1
0.159311294556,1
0.0861015319824,1
-0.219051361084,1
0.121347427368,1
-0.362886428833,1
-0.242109298706,1
0.105713844299,1
-0.409491539001,1
-0.162967681885,1
-0.104944229126,1
-0.0213756561279,1
-0.0581951141357,1
-0.209775924683,1
-0.0851516723633,1
-0.176336288452,1
-0.179874420166,1
0.204551696777,1
0.0633983612061,1
-0.128604888916,1
-0.227066040039,1
0.0371360778809,1
0.10435295105,1
-0.0431823730469,1
-0.0608501434326,1
-0.0632209777832,1
0.0977058410645,1
-0.00154876708985,1
-0.311092376709,1
0.00904655456543,1
-0.0831813812256,1
-0.24688911438,1
-0.044469833374,1
-0.354276657104,1
-0.0417556762695,1
0.064525604248,1
0.0692901611328,1
0.0786952972412,1
-0.189559936523,1
-0.432266235352,1
0.0669727325439,1
-0.0591373443604,1
-0.672162055969,1
-0.22752571106,1
0.156379699707,1
-0.2359790802,1
-0.040922164917,1
-0.168409347534,1
0.101253509521,1
-0.175449371338,1
0.00905227661133,1
-0.233793258667,1
0.148704528809,1
-0.246536254883,1
-0.104904174805,1
-0.10844039917,1
-0.0432577133179,1
-0.318788528442,1
-0.0037841796875,1
-0.0427494049072,1
-0.159051895142,1
-0.214479446411,1
-1.31487083435,1
-0.0406265258789,1
-0.138189315796,1
0.0443687438965,1
-0.325229644775,1
-0.470628738403,1
-0.371572494507,1
-0.0628299713135,1
-0.00323104858398,1
0.140565872192,1
0.107791900635,1
0.0211029052734,1
-0.0607433319092,1
-0.0461673736572,1
-0.0985336303711,1
-0.221433639526,1
-0.108242034912,1
-0.163503646851,1
-0.0994968414307,1
-0.072883605957,1
-0.183002471924,1
-0.271059036255,1
-1.78478813171,1
-0.260082244873,1
-0.121697425842,1
-0.122604370117,1
0.826805114746,1
-0.118602752686,1
0.0668888092041,1
0.0632228851318,1
-0.0732421875,1
0.106462478638,1
0.375002861023,1
-0.0292081832886,1
-0.173360824585,1
-0.0891819000244,1
-0.119588851929,1
-0.0678215026855,1
-0.202707290649,1
-0.0515422821045,1
-0.350419998169,1
0.149972915649,1
-0.334712982178,1
0.109966278076,1
0.124429702759,1
-0.411836624146,1
-0.071741104126,1
-0.278371810913,1
-0.155099868774,1
-0.156330108643,1
-0.368515014648,1
