Color_JH,ID
2.45078086853,1
2.1909122467,1
1.94638824463,1
1.49641990662,1
1.57273483276,1
2.34516906738,1
2.05665969849,1
1.84885787964,1
0.996486663818,1
1.70831871033,1
1.6659450531,1
1.58445739746,1
1.52419090271,1
1.66400527954,1
1.51796722412,1
2.34128189087,1
1.78724479675,1
1.45914840698,1
1.61785888672,1
1.4719581604,1
1.49347686768,1
1.69637298584,1
1.61050319672,1
1.56862831116,1
1.645154953,1
1.58069038391,1
1.48633384705,1
1.45836925507,1
1.53020095825,1
1.60275840759,1
1.64436340332,1
1.49392127991,1
1.51638412476,1
0.929250717163,1
1.55590820313,1
1.53506374359,1
1.60569572449,1
1.61293411255,1
1.56062698364,1
1.53353309631,1
1.47779846191,1
1.60998344421,1
1.44737434387,1
1.54296684265,1
1.54388332367,1
1.41286468506,1
1.58894729614,1
1.56756591797,1
1.58660507202,1
1.41911125183,1
1.52954864502,1
1.37245750427,1
1.54617500305,1
1.33335876465,1
2.25483894348,1
1.57360267639,1
1.52037620544,1
1.46702957153,1
1.2977809906,1
1.58292102814,1
1.63556861877,1
1.55352401733,1
1.66414928436,1
1.18160629272,1
1.70456695557,1
1.99896812439,1
1.62956237793,1
1.41741275787,1
1.5522813797,1
1.53886032104,1
0.970047950745,1
1.48510932922,1
1.60276031494,1
1.43209075928,1
0.811508178711,1
1.25141716003,1
1.18925094604,1
2.63980960846,1
1.62036895752,1
1.65814971924,1
1.42306518555,1
1.74151802063,1
1.65735912323,1
1.71689414978,1
1.59118270874,1
1.14825248718,1
1.38960361481,1
1.71175670624,1
1.61548995972,1
1.6446056366,1
1.74282264709,1
1.44435787201,1
1.82313346863,1
1.55533027649,1
1.465092659,1
1.1615486145,1
1.87737369537,1
0.43106842041,1
1.54540634155,1
1.53448867798,1
1.77819633484,1
1.28379249573,1
1.40882778168,1
1.50831031799,1
1.5995388031,1
1.52245903015,1
1.46879196167,1
1.64792251587,1
1.74847412109,1
1.43668270111,1
1.66250705719,1
1.57205200195,1
1.9241104126,1
1.63053321838,1
1.66770458221,1
1.56352424622,1
1.52107810974,1
1.52787399292,1
1.70134449005,1
1.63363838196,1
1.59384155273,1
1.62097549438,1
1.57493305206,1
1.57125091553,1
1.28845500946,1
1.30652999878,1
1.06747055054,1
1.50870132446,1
1.27872848511,1
0.806602478027,1
1.47165489197,1
0.958958625793,1
1.51074409485,1
2.58427810669,1
1.45797157288,1
1.54568195343,1
1.29154396057,1
1.37830352783,1
2.09963417053,1
1.57975482941,1
1.19012260437,1
1.55748176575,1
1.36118888855,1
1.40268135071,1
1.43491744995,1
1.42402648926,1
1.37900352478,1
1.68915748596,1
1.57355308533,1
1.53649330139,1
1.49314403534,1
1.38082885742,1
1.65512657166,1
1.54394054413,1
1.58800029755,1
1.28205299377,1
1.47046089172,1
1.0971031189,1
1.46603488922,1
1.62974643707,1
1.26259613037,1
1.35646629333,1
1.44576835632,1
1.69994258881,1
1.54332733154,1
1.55744838715,1
1.26240158081,1
1.36256790161,1
1.76613426208,1
1.62601852417,1
1.6058139801,1
1.4820098877,1
1.67111206055,1
1.59686851501,1
1.27041816711,1
1.61441707611,1
1.56455802917,1
1.70400428772,1
1.5216217041,1
1.13682746887,1
0.932804107666,1
1.42050457001,1
1.41068458557,1
1.41891670227,1
1.17678070068,1
1.17875671387,1
1.72424602509,1
1.66811084747,1
0.947093963623,1
0.172399520874,1
1.70300292969,1
1.14973449707,1
1.45402431488,1
1.52665519714,1
1.65202903748,1
1.5580329895,1
1.50324058533,1
1.38521575928,1
1.35489463806,1
1.50448226929,1
1.51573085785,1
1.53886413574,1
1.85098457336,1
1.51219940186,1
1.65767097473,1
1.52855873108,1
1.4621963501,1
1.41035079956,1
2.57879257202,1
1.54190731049,1
1.45804214478,1
1.61579418182,1
1.85290241241,1
1.78890991211,1
1.12713432312,1
1.18440246582,1
1.57440853119,1
1.78966712952,1
1.73935317993,1
1.63563251495,1
1.46935462952,1
1.61213302612,1
1.61838912964,1
1.62146186829,1
1.46285152435,1
1.73397731781,1
1.61409568787,1
1.57551956177,1
1.33275413513,1
1.33094787598,1
2.8081817627,1
1.49563598633,1
1.24618053436,1
1.4338760376,1
1.34019088745,1
1.47186851501,1
1.41051483154,1
1.45519828796,1
1.40732002258,1
1.58296203613,1
0.778564453125,1
1.52505016327,1
1.46894645691,1
1.56190490723,1
1.51906585693,1
1.49325561523,1
1.33115768433,1
1.55706596375,1
1.25686168671,1
1.33985424042,1
1.5797252655,1
1.49444770813,1
1.36017036438,1
0.961601257324,1
1.56109046936,1
1.44450855255,1
1.56197166443,1
1.53164672852,1
1.28858184814,1
1.59966850281,1
1.50374889374,1
1.20890045166,1
1.44079017639,1
1.81005954742,1
1.3048248291,1
1.68940925598,1
1.59633255005,1
1.60598659515,1
1.55149936676,1
1.478058815,1
1.38230705261,1
1.62594223022,1
1.38956928253,1
1.5131816864,1
1.40396785736,1
1.34600353241,1
1.44678497314,1
1.80589103699,1
1.6049747467,1
1.69662857056,1
1.41327095032,1
1.33784484863,1
1.54774475098,1
1.41919136047,1
1.65995788574,1
1.42923927307,1
1.17063522339,1
1.44672012329,1
1.35874557495,1
1.53099632263,1
1.36876106262,1
1.42847442627,1
1.67573738098,1
1.27261161804,1
1.51398658752,1
1.36747169495,1
1.27465820312,1
1.44693374634,1
1.09896278381,1
-0.162318229675,1
1.19104290009,1
2.5037355423,1
1.39612770081,1
1.60927963257,1
2.13648796082,1
1.36207389832,1
1.6116065979,1
1.59962463379,1
1.3100643158,1
1.53768920898,1
1.59184265137,1
1.52151870728,1
1.37839317322,1
1.2049407959,1
1.58535671234,1
1.56999588013,1
1.43955612183,1
1.36372756958,1
1.49895858765,1
1.43910980225,1
1.472697258,1
1.47088813782,1
1.45747375488,1
1.28100967407,1
2.38258743286,1
1.17737960815,1
1.56302928925,1
0.996662139893,1
1.51214027405,1
-0.598725318909,1
1.75346183777,1
1.75210380554,1
1.48868560791,1
1.40314292908,1
1.14731025696,1
1.3720664978,1
1.19544792175,1
1.27885627747,1
1.77366828918,1
1.74306488037,1
1.50269985199,1
1.77604198456,1
1.57928657532,1
1.5465965271,1
1.68629074097,1
1.53076171875,1
1.53569889069,1
1.55647945404,1
1.47590446472,1
1.49401283264,1
1.75571632385,1
1.57359886169,1
1.64391899109,1
1.67390060425,1
1.55183029175,1
1.41502285004,1
1.37162590027,1
1.50341701508,1
1.61261940002,1
1.42919445038,1
1.52392959595,1
0.96852016449,1
1.41569709778,1
1.61293411255,1
1.89094161987,1
1.65989494324,1
1.5864944458,1
1.50360488892,1
1.42322158813,1
1.65474700928,1
1.47039222717,1
1.33328819275,1
1.4753112793,1
1.56247520447,1
1.62021255493,1
1.50548744202,1
1.47776794434,1
1.33393096924,1
1.36959838867,1
1.36578941345,1
1.48865127563,1
1.35378742218,1
1.26277256012,1
1.59613704681,1
1.53254890442,1
1.51386070251,1
1.57835197449,1
1.39763450623,1
1.67471504211,1
1.53967857361,1
1.14919281006,1
1.40981483459,1
1.61363983154,1
1.45727539062,1
1.45691108704,1
1.37950229645,1
1.28209114075,1
1.17839622498,1
1.55259513855,1
1.59900665283,1
1.59476661682,1
1.58585739136,1
1.39724159241,1
1.41379451752,1
1.41517925262,1
1.47659778595,1
1.5560874939,1
1.59939861298,1
1.41886901855,1
1.30688285828,1
1.46228790283,1
1.63899803162,1
1.64722156525,1
1.33200073242,1
1.42338562012,1
1.93143463135,1
1.44148254395,1
1.41923809052,1
1.78703975677,1
1.42872047424,1
1.05711364746,1
1.35196113586,1
1.60936069489,1
1.60550117493,1
1.56767082214,1
1.1438999176,1
1.68962001801,1
1.27399253845,1
1.72961425781,1
1.5728969574,1
1.24493598938,1
1.3734664917,1
1.48934650421,1
1.43722915649,1
1.49471092224,1
1.29660224915,1
1.52543449402,1
1.54605484009,1
1.49369430542,1
1.54612064362,1
1.56439113617,1
1.34657478333,1
1.39469146729,1
1.51187133789,1
1.68017482758,1
1.57063674927,1
1.61205863953,1
0.983659744263,1
1.5947303772,1
1.27381515503,1
1.43219852448,1
1.55178642273,1
1.53537559509,1
1.20726585388,1
1.21885871887,1
1.32569694519,1
1.3743314743,1
1.59107780457,1
1.56405067444,1
1.33132553101,1
1.25884723663,1
1.28160095215,1
1.18015480042,1
1.58706855774,1
1.54444885254,1
1.41494178772,1
1.53052806854,1
1.46535587311,1
1.57145500183,1
1.53672790527,1
1.45338344574,1
1.32112503052,1
-0.044882774353,1
1.29203796387,1
1.56387710571,1
1.12548542023,1
1.55522537231,1
1.40531253815,1
1.55084514618,1
1.48376083374,1
1.54167556763,1
1.63352394104,1
1.66688537598,1
1.38440513611,1
1.43494796753,1
1.66882324219,1
1.54879379272,1
1.44160079956,1
1.54608821869,1
1.46692466736,1
1.33472728729,1
1.52529335022,1
1.39078330994,1
1.40718841553,1
1.54153442383,1
1.48349952698,1
1.41519165039,1
1.32404899597,1
1.21663284302,1
1.45594978333,1
1.69105911255,1
1.49267196655,1
1.45524978638,1
1.1351852417,1
1.42768859863,1
1.35886955261,1
1.42871284485,1
1.39296722412,1
1.62373733521,1
1.52956199646,1
1.57005023956,1
1.45436286926,1
1.24656295776,1
1.23144340515,1
1.51225662231,1
1.66980934143,1
1.62260818481,1
1.69744300842,1
1.63739585876,1
1.76677131653,1
1.6576499939,1
1.57902336121,1
1.59913444519,1
1.51119709015,1
1.48751354218,1
1.34113121033,1
1.48300552368,1
1.17224407196,1
1.43997955322,1
1.47775173187,1
1.32569694519,1
1.31594657898,1
1.45180511475,1
1.56553459167,1
1.59624671936,1
1.52178573608,1
1.15497779846,1
1.63867092133,1
1.6308259964,1
1.64732170105,1
1.55247116089,1
1.54936027527,1
1.04696846008,1
1.5059967041,1
1.51694107056,1
0.202861785889,1
1.23911476135,1
1.26919555664,1
1.58036231995,1
0.524726867676,1
1.55131721497,1
1.51857185364,1
1.30809783936,1
1.44968223572,1
1.47593688965,1
1.51675796509,1
1.6307144165,1
1.60850143433,1
1.53343486786,1
1.57997894287,1
1.47270202637,1
1.60129356384,1
1.46598339081,1
1.49996185303,1
1.57497215271,1
1.53057289124,1
1.36614990234,1
1.51858711243,1
1.46765613556,1
1.14971923828,1
1.18397903442,1
1.45684432983,1
1.47983837128,1
1.61355400085,1
1.55014419556,1
1.53765106201,1
1.60886955261,1
1.61260986328,1
1.67891597748,1
1.65079116821,1
1.39107131958,1
1.62444496155,1
1.48254108429,1
1.49417877197,1
1.43047237396,1
1.34976768494,1
0.89012336731,1
1.48698806763,1
1.01752090454,1
1.6019821167,1
1.56804656982,1
1.15932273865,1
1.58965587616,1
1.33941268921,1
1.55341339111,1
1.47452545166,1
1.38688659668,1
1.54914188385,1
1.1065826416,1
1.39081382751,1
1.63330841064,1
1.61231327057,1
1.39989852905,1
1.55271148682,1
1.15678787231,1
1.53593254089,1
1.56178283691,1
1.30944442749,1
1.24178695679,1
1.68877315521,1
1.69268035889,1
1.43014526367,1
1.41462516785,1
1.49130821228,1
1.5697517395,1
0.902587890625,1
1.58134365082,1
1.50540733337,1
1.56370639801,1
1.39623641968,1
1.67796707153,1
1.60133171082,1
1.44598197937,1
1.46903419495,1
1.5544462204,1
1.60627746582,1
1.42085838318,1
1.46557426453,1
1.44827270508,1
1.72045898438,1
1.19278717041,1
1.53805351257,1
1.64305496216,1
0.40052318573,1
1.6092300415,1
2.66075229645,1
1.217628479,1
1.14600753784,1
1.5077047348,1
1.444688797,1
1.13110733032,1
1.69085979462,1
1.61178779602,1
1.5213432312,1
1.30260944366,1
1.3608379364,1
1.2751750946,1
1.2813911438,1
1.59260749817,1
1.30981636047,1
1.48882102966,1
1.40375614166,1
1.51879882812,1
1.49606132507,1
1.41860198975,1
1.60811805725,1
1.10269737244,1
1.47378826141,1
1.63924503326,1
1.5595741272,1
1.38577651978,1
1.48576259613,1
1.75965881348,1
1.57530403137,1
1.39360427856,1
0.166532516479,1
1.24753665924,1
1.33004283905,1
1.63945388794,1
1.548204422,1
2.1890411377,1
0.84326171875,1
1.47528362274,1
1.59818077087,1
1.38188838959,1
1.18169975281,1
1.31297874451,1
1.41737651825,1
1.51869392395,1
1.77019882202,1
1.6634054184,1
1.59629535675,1
1.48075866699,1
1.63565158844,1
1.46500396729,1
1.62461853027,1
1.52958583832,1
1.48374462128,1
1.55080127716,1
1.25081062317,1
1.39723587036,1
1.5239238739,1
1.47766494751,1
1.32126808167,1
1.14609622955,1
1.49872493744,1
1.40576934814,1
1.40321731567,1
1.54282188416,1
1.37886047363,1
1.41558742523,1
1.57588386536,1
1.60513877869,1
1.50273704529,1
1.47133541107,1
1.50471496582,1
1.04641056061,1
1.37735939026,1
1.50486850739,1
1.50000762939,1
1.12834358215,1
1.41312026978,1
0.95343208313,1
1.56962394714,1
0.126886367798,1
1.96882724762,1
1.51895332336,1
1.31725692749,1
1.5850315094,1
1.37600708008,1
1.46361732483,1
1.48366928101,1
1.65508270264,1
1.57120895386,1
1.57447052002,1
1.65816116333,1
1.41668319702,1
1.49272918701,1
1.49308681488,1
1.37017059326,1
1.36100578308,1
1.25188446045,1
1.4414100647,1
1.41275787354,1
1.57731819153,1
1.66635513306,1
1.54462242126,1
0.423914909363,1
1.60743141174,1
1.562707901,1
1.54971313477,1
1.46924781799,1
